Zeit [h],Temperatur [°C],Globalstrahlung [kWh/m²],Heizwärmebedarf [kWh]
5341,18.50,0.33,0.00
5342,18.60,0.37,0.00
5343,18.12,0.35,0.00
5344,18.28,0.23,0.00
5345,18.05,0.19,0.00
5346,16.82,0.23,0.00
5347,15.77,0.16,0.00
5348,15.07,0.08,0.00
5349,15.00,0.02,0.00
5350,15.02,0.00,0.00
5351,15.05,0.00,0.00
5352,15.07,0.00,0.00
5353,15.00,0.00,0.00
5354,14.92,0.00,0.00
5355,14.83,0.00,0.00
5356,14.33,0.00,0.00
5357,13.80,0.00,0.00
5358,13.87,0.00,0.00
5359,14.37,0.01,0.00
5360,14.05,0.06,0.00
5361,14.00,0.12,0.00
5362,14.60,0.23,0.00
5363,15.75,0.29,0.00
5364,16.05,0.32,0.00
5365,16.68,0.34,0.00
5366,16.72,0.35,0.00
5367,17.20,0.36,0.00
5368,17.72,0.31,0.00
5369,17.67,0.21,0.00
5370,17.42,0.12,0.00
5371,16.60,0.10,0.00
5372,16.50,0.07,0.00
5373,16.65,0.02,0.00
5374,16.67,0.00,0.00
5375,16.78,0.00,0.00
5376,16.93,0.00,0.00
5377,16.65,0.00,0.00
5378,16.30,0.00,0.00
5379,16.32,0.00,0.00
5380,16.43,0.00,0.00
5381,16.30,0.00,0.00
5382,16.32,0.00,0.00
5383,16.78,0.00,0.00
5384,16.95,0.05,0.00
5385,17.62,0.14,0.00
5386,18.70,0.21,0.00
5387,19.45,0.29,0.00
5388,20.25,0.35,0.00
5389,20.92,0.37,0.00
5390,21.85,0.39,0.00
5391,22.58,0.38,0.00
5392,23.07,0.32,0.00
5393,23.07,0.28,0.00
5394,20.82,0.22,0.00
5395,17.33,0.12,0.00
5396,15.25,0.08,0.00
5397,13.75,0.02,0.00
5398,12.82,0.00,0.00
5399,12.50,0.00,0.00
5400,12.20,0.00,0.00
5401,11.75,0.00,0.00
5402,11.63,0.00,0.00
5403,11.58,0.00,0.00
5404,11.35,0.00,0.00
5405,11.53,0.00,0.00
5406,12.08,0.00,0.00
5407,13.98,0.00,0.00
5408,16.22,0.05,0.00
5409,18.47,0.13,0.00
5410,20.83,0.19,0.00
5411,23.30,0.25,0.00
5412,24.65,0.34,0.00
5413,25.68,0.35,0.00
5414,26.30,0.38,0.00
5415,27.15,0.36,0.00
5416,27.57,0.20,0.00
5417,27.27,0.28,0.00
5418,25.93,0.22,0.00
5419,21.63,0.04,0.00
5420,19.78,0.05,0.00
5421,18.05,0.00,0.00
5422,17.20,0.00,0.00
5423,16.40,0.00,0.00
5424,15.90,0.00,0.00
5425,15.40,0.00,0.00
5426,14.92,0.00,0.00
5427,14.62,0.00,0.00
5428,14.27,0.00,0.00
5429,14.02,0.00,0.00
5430,15.40,0.00,0.00
5431,16.73,0.00,0.00
5432,18.13,0.04,0.00
5433,20.03,0.07,0.00
5434,21.22,0.21,0.00
5435,21.67,0.27,0.00
5436,22.33,0.19,0.00
5437,23.03,0.34,0.00
5438,24.25,0.37,0.00
5439,24.47,0.35,0.00
5440,23.63,0.35,0.00
5441,24.12,0.28,0.00
5442,23.30,0.11,0.00
5443,22.70,0.10,0.00
5444,21.42,0.08,0.00
5445,19.60,0.02,0.00
5446,18.68,0.00,0.00
5447,18.18,0.00,0.00
5448,17.83,0.00,0.00
5449,16.92,0.00,0.00
5450,17.37,0.00,0.00
5451,17.48,0.00,0.00
5452,16.82,0.00,0.00
5453,16.43,0.00,0.00
5454,16.92,0.00,0.00
5455,17.92,0.00,0.00
5456,19.03,0.06,0.00
5457,19.97,0.14,0.00
5458,21.37,0.22,0.00
5459,22.98,0.28,0.00
5460,23.77,0.32,0.00
5461,23.93,0.36,0.00
5462,24.15,0.38,0.00
5463,24.55,0.36,0.00
5464,25.25,0.36,0.00
5465,24.60,0.29,0.00
5466,23.73,0.19,0.00
5467,21.22,0.12,0.00
5468,18.75,0.07,0.00
5469,17.32,0.02,0.00
5470,16.63,0.00,0.00
5471,15.85,0.00,0.00
5472,15.28,0.00,0.00
5473,14.75,0.00,0.00
5474,14.37,0.00,0.00
5475,15.10,0.00,0.00
5476,15.55,0.00,0.00
5477,15.45,0.00,0.00
5478,15.53,0.00,0.00
5479,16.03,0.00,0.00
5480,17.48,0.05,0.00
5481,20.10,0.12,0.00
5482,22.83,0.14,0.00
5483,24.40,0.27,0.00
5484,25.88,0.20,0.00
5485,25.13,0.22,0.00
5486,24.13,0.26,0.00
5487,22.17,0.23,0.00
5488,20.38,0.14,0.00
5489,20.55,0.13,0.00
5490,20.82,0.15,0.00
5491,19.90,0.11,0.00
5492,18.62,0.07,0.00
5493,17.50,0.00,0.00
5494,17.58,0.00,0.00
5495,17.90,0.00,0.00
5496,17.38,0.00,0.00
5497,17.32,0.00,0.00
5498,17.60,0.00,0.00
5499,18.25,0.00,0.00
5500,19.52,0.00,0.00
5501,19.55,0.00,0.00
5502,19.88,0.00,0.00
5503,20.27,0.00,0.00
5504,20.43,0.05,0.00
5505,20.80,0.13,0.00
5506,21.27,0.16,0.00
5507,20.48,0.14,0.00
5508,20.20,0.24,0.00
5509,17.70,0.32,0.00
5510,17.87,0.32,0.00
5511,17.80,0.33,0.00
5512,17.88,0.26,0.00
5513,17.93,0.28,0.00
5514,17.90,0.19,0.00
5515,17.77,0.14,0.00
5516,17.23,0.07,0.00
5517,16.93,0.02,0.00
5518,15.12,0.00,0.00
5519,13.60,0.00,0.00
5520,13.45,0.00,0.00
5521,13.03,0.00,0.00
5522,12.55,0.00,0.00
5523,11.87,0.00,0.00
5524,11.58,0.00,0.00
5525,11.17,0.00,0.00
5526,11.78,0.00,0.00
5527,13.63,0.00,0.00
5528,15.08,0.05,0.00
5529,16.28,0.09,0.00
5530,17.25,0.11,0.00
5531,17.48,0.16,0.00
5532,18.32,0.24,0.00
5533,18.80,0.25,0.00
5534,19.30,0.28,0.00
5535,18.12,0.31,0.00
5536,18.45,0.28,0.00
5537,18.42,0.16,0.00
5538,17.05,0.13,0.00
5539,16.12,0.11,0.00
5540,14.90,0.06,0.00
5541,14.20,0.01,0.00
5542,13.77,0.00,0.00
5543,11.97,0.00,0.00
5544,11.62,0.00,0.00
5545,11.65,0.00,0.00
5546,10.97,0.00,0.00
5547,10.58,0.00,0.00
5548,10.38,0.00,0.00
5549,10.03,0.00,0.00
5550,10.48,0.00,0.00
5551,11.83,0.00,0.00
5552,13.10,0.04,0.00
5553,14.07,0.10,0.00
5554,15.92,0.20,0.00
5555,17.40,0.27,0.00
5556,18.40,0.32,0.00
5557,19.18,0.35,0.00
5558,19.30,0.36,0.00
5559,19.38,0.25,0.00
5560,19.30,0.32,0.00
5561,19.13,0.18,0.00
5562,18.58,0.21,0.00
5563,17.02,0.14,0.00
5564,14.32,0.04,0.00
5565,14.35,0.01,0.00
5566,13.27,0.00,0.00
5567,13.50,0.00,0.00
5568,12.45,0.00,0.00
5569,12.27,0.00,0.00
5570,12.33,0.00,0.00
5571,12.70,0.00,0.00
5572,12.50,0.00,0.00
5573,12.50,0.00,0.00
5574,13.13,0.00,0.00
5575,14.15,0.00,0.00
5576,15.90,0.04,0.00
5577,17.17,0.12,0.00
5578,18.72,0.20,0.00
5579,20.20,0.27,0.00
5580,21.32,0.29,0.00
5581,21.57,0.24,0.00
5582,21.48,0.24,0.00
5583,21.40,0.16,0.00
5584,21.27,0.17,0.00
5585,21.02,0.27,0.00
5586,19.30,0.15,0.00
5587,16.43,0.07,0.00
5588,14.60,0.06,0.00
5589,13.20,0.01,0.00
5590,13.18,0.00,0.00
5591,13.65,0.00,0.00
5592,13.95,0.00,0.00
5593,13.90,0.00,0.00
5594,13.80,0.00,0.00
5595,13.78,0.00,0.00
5596,13.68,0.00,0.00
5597,13.62,0.00,0.00
5598,13.82,0.00,0.00
5599,14.38,0.00,0.00
5600,16.25,0.03,0.00
5601,18.52,0.02,0.00
5602,20.87,0.02,0.00
5603,22.48,0.14,0.00
5604,23.33,0.27,0.00
5605,24.08,0.35,0.00
5606,24.48,0.27,0.00
5607,25.13,0.23,0.00
5608,24.68,0.32,0.00
5609,24.42,0.26,0.00
5610,22.12,0.16,0.00
5611,20.33,0.12,0.00
5612,18.88,0.06,0.00
5613,17.32,0.00,0.00
5614,16.97,0.00,0.00
5615,16.40,0.00,0.00
5616,16.03,0.00,0.00
5617,15.37,0.00,0.00
5618,15.10,0.00,0.00
5619,14.67,0.00,0.00
5620,14.58,0.00,0.00
5621,14.00,0.00,0.00
5622,14.32,0.00,0.00
5623,16.62,0.00,0.00
5624,18.38,0.05,0.00
5625,20.60,0.11,0.00
5626,22.83,0.12,0.00
5627,24.67,0.18,0.00
5628,26.40,0.21,0.00
5629,27.38,0.22,0.00
5630,28.42,0.19,0.00
5631,28.98,0.15,0.00
5632,28.73,0.13,0.00
5633,28.53,0.09,0.00
5634,26.18,0.08,0.00
5635,22.93,0.07,0.00
5636,20.55,0.05,0.00
5637,19.58,0.00,0.00
5638,18.88,0.00,0.00
5639,18.75,0.00,0.00
5640,18.43,0.00,0.00
5641,19.02,0.00,0.00
5642,20.78,0.00,0.00
5643,20.43,0.00,0.00
5644,18.57,0.00,0.00
5645,16.35,0.00,0.00
5646,16.30,0.00,0.00
5647,16.40,0.00,0.00
5648,16.70,0.05,0.00
5649,17.80,0.10,0.00
5650,19.03,0.15,0.00
5651,19.63,0.22,0.00
5652,21.18,0.18,0.00
5653,22.28,0.23,0.00
5654,23.15,0.29,0.00
5655,23.15,0.24,0.00
5656,23.28,0.22,0.00
5657,22.52,0.18,0.00
5658,21.53,0.20,0.00
5659,18.02,0.09,0.00
5660,15.87,0.05,0.00
5661,15.08,0.00,0.00
5662,14.62,0.00,0.00
5663,14.12,0.00,0.00
5664,14.02,0.00,0.00
5665,14.53,0.00,0.00
5666,15.05,0.00,0.00
5667,14.67,0.00,0.00
5668,14.73,0.00,0.00
5669,14.88,0.00,0.00
5670,15.15,0.00,0.00
5671,16.00,0.00,0.00
5672,17.78,0.03,0.00
5673,20.00,0.07,0.00
5674,22.02,0.17,0.00
5675,24.02,0.13,0.00
5676,25.43,0.22,0.00
5677,25.57,0.22,0.00
5678,23.58,0.32,0.00
5679,20.55,0.35,0.00
5680,20.65,0.31,0.00
5681,20.30,0.26,0.00
5682,19.88,0.18,0.00
5683,19.07,0.11,0.00
5684,18.38,0.05,0.00
5685,17.57,0.00,0.00
5686,17.25,0.00,0.00
5687,17.32,0.00,0.00
5688,17.53,0.00,0.00
5689,17.75,0.00,0.00
5690,17.80,0.00,0.00
5691,17.57,0.00,0.00
5692,17.17,0.00,0.00
5693,16.73,0.00,0.00
5694,17.40,0.00,0.00
5695,17.60,0.00,0.00
5696,18.00,0.04,0.00
5697,20.08,0.11,0.00
5698,22.48,0.19,0.00
5699,24.43,0.25,0.00
5700,25.77,0.31,0.00
5701,27.00,0.36,0.00
5702,27.42,0.34,0.00
5703,27.03,0.29,0.00
5704,26.70,0.25,0.00
5705,26.22,0.25,0.00
5706,24.52,0.21,0.00
5707,21.30,0.11,0.00
5708,18.75,0.04,0.00
5709,17.78,0.00,0.00
5710,17.18,0.00,0.00
5711,16.47,0.00,0.00
5712,15.98,0.00,0.00
5713,15.72,0.00,0.00
5714,15.52,0.00,0.00
5715,15.33,0.00,0.00
5716,15.43,0.00,0.00
5717,15.77,0.00,0.00
5718,16.17,0.00,0.00
5719,16.58,0.00,0.00
5720,17.40,0.04,0.00
5721,18.32,0.10,0.00
5722,19.33,0.14,0.00
5723,20.88,0.25,0.00
5724,22.75,0.32,0.00
5725,23.97,0.36,0.00
5726,24.53,0.34,0.00
5727,25.08,0.34,0.00
5728,25.53,0.21,0.00
5729,24.92,0.21,0.00
5730,22.68,0.17,0.00
5731,20.62,0.12,0.00
5732,18.97,0.04,0.00
5733,18.53,0.00,0.00
5734,17.55,0.00,0.00
5735,16.65,0.00,0.00
5736,16.10,0.00,0.00
5737,15.58,0.00,0.00
5738,15.22,0.00,0.00
5739,14.88,0.00,0.00
5740,14.58,0.00,0.00
5741,14.22,0.00,0.00
5742,14.68,0.00,0.00
5743,15.68,0.00,0.00
5744,17.18,0.04,0.00
5745,20.28,0.07,0.00
5746,22.93,0.13,0.00
5747,25.18,0.20,0.00
5748,26.40,0.21,0.00
5749,27.53,0.28,0.00
5750,28.30,0.24,0.00
5751,28.52,0.27,0.00
5752,28.83,0.20,0.00
5753,27.47,0.17,0.00
5754,24.88,0.15,0.00
5755,22.20,0.10,0.00
5756,20.05,0.04,0.00
5757,18.45,0.00,0.00
5758,17.52,0.00,0.00
5759,16.95,0.00,0.00
5760,16.48,0.00,0.00
5761,15.93,0.00,0.00
5762,15.80,0.00,0.00
5763,15.18,0.00,0.00
5764,14.72,0.00,0.00
5765,14.57,0.00,0.00
5766,14.95,0.00,0.00
5767,16.97,0.00,0.00
5768,19.37,0.04,0.00
5769,21.77,0.09,0.00
5770,24.57,0.09,0.00
5771,27.42,0.12,0.00
5772,28.73,0.18,0.00
5773,29.53,0.23,0.00
5774,30.48,0.25,0.00
5775,31.10,0.24,0.00
5776,31.23,0.19,0.00
5777,29.63,0.15,0.00
5778,25.27,0.12,0.00
5779,21.87,0.10,0.00
5780,20.37,0.05,0.00
5781,19.12,0.00,0.00
5782,18.28,0.00,0.00
5783,17.88,0.00,0.00
5784,16.97,0.00,0.00
5785,16.35,0.00,0.00
5786,15.92,0.00,0.00
5787,15.67,0.00,0.00
5788,15.78,0.00,0.00
5789,15.32,0.00,0.00
5790,15.80,0.00,0.00
5791,17.80,0.00,0.00
5792,20.02,0.02,0.00
5793,23.08,0.08,0.00
5794,25.77,0.17,0.00
5795,26.40,0.26,0.00
5796,27.70,0.23,0.00
5797,27.88,0.34,0.00
5798,27.20,0.21,0.00
5799,26.72,0.19,0.00
5800,26.05,0.16,0.00
5801,25.60,0.24,0.00
5802,24.85,0.21,0.00
5803,23.93,0.12,0.00
5804,23.05,0.02,0.00
5805,22.45,0.00,0.00
5806,21.93,0.00,0.00
5807,21.53,0.00,0.00
5808,21.25,0.00,0.00
5809,20.97,0.00,0.00
5810,20.43,0.00,0.00
5811,20.20,0.00,0.00
5812,19.92,0.00,0.00
5813,18.57,0.00,0.00
5814,16.38,0.00,0.00
5815,15.88,0.00,0.00
5816,16.00,0.01,0.00
5817,15.87,0.08,0.00
5818,16.95,0.05,0.00
5819,17.12,0.11,0.00
5820,16.85,0.16,0.00
5821,16.77,0.23,0.00
5822,17.73,0.24,0.00
5823,18.50,0.17,0.00
5824,18.52,0.23,0.00
5825,18.23,0.23,0.00
5826,17.42,0.18,0.00
5827,15.00,0.10,0.00
5828,13.67,0.01,0.00
5829,12.87,0.00,0.00
5830,11.97,0.00,0.00
5831,11.25,0.00,0.00
5832,10.42,0.00,0.00
5833,9.72,0.00,0.00
5834,9.18,0.00,0.00
5835,8.70,0.00,0.00
5836,8.50,0.00,0.00
5837,8.30,0.00,0.00
5838,9.07,0.00,0.00
5839,9.97,0.00,0.00
5840,11.43,0.04,0.00
5841,14.63,0.11,0.00
5842,17.88,0.17,0.00
5843,19.28,0.12,0.00
5844,20.40,0.30,0.00
5845,19.55,0.34,0.00
5846,19.60,0.36,0.00
5847,17.53,0.33,0.00
5848,16.62,0.30,0.00
5849,16.48,0.25,0.00
5850,16.07,0.16,0.00
5851,15.33,0.09,0.00
5852,14.65,0.04,0.00
5853,13.45,0.00,0.00
5854,12.62,0.00,0.00
5855,12.45,0.00,0.00
5856,12.47,0.00,0.00
5857,12.42,0.00,0.00
5858,12.10,0.00,0.00
5859,11.72,0.00,0.00
5860,11.13,0.00,0.00
5861,10.58,0.00,0.00
5862,11.18,0.00,0.00
5863,12.27,0.00,0.00
5864,13.83,0.04,0.00
5865,15.82,0.11,0.00
5866,17.30,0.19,0.00
5867,18.43,0.26,0.00
5868,17.78,0.18,0.00
5869,14.47,0.20,0.00
5870,15.65,0.18,0.00
5871,17.13,0.23,0.00
5872,17.67,0.29,0.00
5873,15.33,0.21,0.00
5874,13.60,0.17,0.00
5875,12.75,0.10,0.00
5876,11.75,0.04,0.00
5877,10.97,0.00,0.00
5878,10.15,0.00,0.00
5879,9.87,0.00,0.00
5880,11.02,0.00,0.00
5881,10.82,0.00,0.00
5882,10.75,0.00,0.00
5883,10.62,0.00,0.00
5884,10.02,0.00,0.00
5885,9.53,0.00,0.00
5886,9.38,0.00,0.00
5887,9.50,0.00,0.00
5888,9.97,0.03,0.00
5889,10.67,0.07,0.00
5890,12.92,0.17,0.00
5891,15.22,0.14,0.00
5892,17.42,0.09,0.00
5893,18.63,0.18,0.00
5894,19.33,0.17,0.00
5895,19.70,0.29,0.00
5896,19.28,0.18,0.00
5897,18.63,0.25,0.00
5898,17.42,0.11,0.00
5899,13.92,0.10,0.00
5900,12.48,0.03,0.00
5901,11.45,0.00,0.00
5902,10.52,0.00,0.00
5903,10.10,0.00,0.00
5904,9.75,0.00,0.00
5905,9.38,0.00,0.00
5906,8.88,0.00,0.00
5907,8.62,0.00,0.00
5908,8.85,0.00,0.00
5909,9.18,0.00,0.00
5910,9.38,0.00,0.00
5911,9.70,0.00,0.00
5912,10.57,0.01,0.00
5913,12.73,0.06,0.00
5914,14.48,0.14,0.00
5915,16.35,0.05,0.00
5916,18.17,0.16,0.00
5917,19.45,0.28,0.00
5918,20.02,0.35,0.00
5919,18.83,0.28,0.00
5920,16.35,0.23,0.00
5921,15.52,0.19,0.00
5922,15.25,0.15,0.00
5923,15.03,0.07,0.00
5924,14.92,0.03,0.00
5925,14.72,0.00,0.00
5926,14.62,0.00,0.00
5927,14.47,0.00,0.00
5928,14.27,0.00,0.00
5929,14.23,0.00,0.00
5930,14.25,0.00,0.00
5931,14.20,0.00,0.00
5932,14.10,0.00,0.00
5933,13.93,0.00,0.00
5934,14.05,0.00,0.00
5935,14.95,0.00,0.00
5936,16.10,0.01,0.00
5937,17.23,0.10,0.00
5938,18.78,0.14,0.00
5939,22.00,0.17,0.00
5940,23.78,0.29,0.00
5941,24.17,0.25,0.00
5942,23.98,0.20,0.00
5943,24.02,0.20,0.00
5944,24.72,0.29,0.00
5945,24.25,0.23,0.00
5946,23.07,0.12,0.00
5947,21.55,0.06,0.00
5948,20.77,0.01,0.00
5949,20.28,0.00,0.00
5950,20.13,0.00,0.00
5951,19.92,0.00,0.00
5952,19.43,0.00,0.00
5953,18.85,0.00,0.00
5954,18.58,0.00,0.00
5955,18.12,0.00,0.00
5956,18.23,0.00,0.00
5957,18.25,0.00,0.00
5958,17.50,0.00,0.00
5959,16.93,0.00,0.00
5960,17.77,0.02,0.00
5961,18.03,0.09,0.00
5962,17.30,0.16,0.00
5963,18.02,0.22,0.00
5964,18.08,0.28,0.00
5965,18.23,0.21,0.00
5966,18.23,0.16,0.00
5967,18.28,0.24,0.00
5968,17.63,0.20,0.00
5969,16.83,0.25,0.00
5970,16.37,0.18,0.00
5971,15.97,0.08,0.00
5972,15.47,0.03,0.00
5973,14.63,0.00,0.00
5974,13.93,0.00,0.00
5975,14.08,0.00,0.00
5976,13.53,0.00,0.00
5977,13.52,0.00,0.00
5978,13.53,0.00,0.00
5979,13.33,0.00,0.00
5980,13.27,0.00,0.00
5981,13.25,0.00,0.00
5982,13.23,0.00,0.00
5983,13.48,0.00,0.00
5984,14.02,0.02,0.00
5985,14.80,0.10,0.00
5986,15.52,0.18,0.00
5987,16.43,0.25,0.00
5988,17.53,0.24,0.00
5989,18.58,0.29,0.00
5990,18.45,0.34,0.00
5991,18.40,0.30,0.00
5992,17.93,0.27,0.00
5993,17.42,0.17,0.00
5994,16.98,0.16,0.00
5995,16.60,0.09,0.00
5996,16.38,0.03,0.00
5997,16.12,0.00,0.00
5998,15.27,0.00,0.00
5999,14.55,0.00,0.00
6000,14.58,0.00,0.00
6001,14.45,0.00,0.00
6002,14.10,0.00,0.00
6003,13.77,0.00,0.00
6004,13.35,0.00,0.00
6005,12.87,0.00,0.00
6006,13.20,0.00,0.00
6007,13.97,0.00,0.00
6008,14.98,0.02,0.00
6009,15.92,0.08,0.00
6010,17.35,0.09,0.00
6011,17.87,0.14,0.00
6012,18.02,0.12,0.00
6013,18.02,0.12,0.00
6014,18.27,0.14,0.00
6015,18.12,0.22,0.00
6016,17.85,0.12,0.00
6017,17.27,0.07,0.00
6018,17.17,0.07,0.00
6019,17.83,0.06,0.00
6020,18.30,0.03,0.00
6021,18.40,0.00,0.00
6022,18.00,0.00,0.00
6023,16.83,0.00,0.00
6024,15.38,0.00,0.00
6025,14.73,0.00,0.00
6026,14.12,0.00,0.00
6027,14.58,0.00,0.00
6028,14.28,0.00,0.00
6029,14.23,0.00,0.00
6030,13.92,0.00,0.00
6031,14.03,0.00,0.00
6032,13.97,0.02,0.00
6033,14.77,0.05,0.00
6034,16.22,0.10,0.00
6035,15.80,0.23,0.00
6036,17.08,0.27,0.00
6037,17.70,0.32,0.00
6038,15.52,0.33,0.00
6039,16.67,0.27,0.00
6040,16.58,0.29,0.00
6041,15.72,0.25,0.00
6042,14.53,0.15,0.00
6043,13.38,0.09,0.00
6044,12.17,0.01,0.00
6045,11.30,0.00,0.00
6046,10.98,0.00,0.00
6047,11.52,0.00,0.00
6048,11.63,0.00,0.00
6049,11.68,0.00,0.00
6050,11.48,0.00,0.00
6051,11.40,0.00,0.00
6052,11.37,0.00,0.00
6053,11.17,0.00,0.00
6054,11.10,0.00,0.00
6055,11.12,0.00,0.00
6056,11.22,0.02,0.00
6057,11.82,0.07,0.00
6058,12.07,0.11,0.00
6059,13.77,0.16,0.00
6060,15.73,0.19,0.00
6061,16.72,0.17,0.00
6062,17.40,0.20,0.00
6063,18.20,0.28,0.00
6064,17.58,0.29,0.00
6065,16.43,0.21,0.00
6066,14.87,0.17,0.00
6067,13.17,0.10,0.00
6068,11.28,0.02,0.00
6069,12.55,0.00,0.00
6070,12.65,0.00,0.00
6071,12.95,0.00,0.00
6072,13.47,0.00,0.00
6073,14.10,0.00,0.00
6074,14.00,0.00,0.00
6075,13.90,0.00,0.00
6076,13.15,0.00,0.00
6077,12.88,0.00,0.00
6078,13.17,0.00,0.00
6079,13.42,0.00,0.00
6080,14.17,0.03,0.00
6081,15.18,0.06,0.00
6082,15.32,0.10,0.00
6083,16.47,0.20,0.00
6084,17.63,0.17,0.00
6085,17.45,0.28,0.00
6086,15.27,0.21,0.00
6087,15.77,0.28,0.00
6088,16.52,0.20,0.00
6089,16.02,0.09,0.00
6090,15.53,0.11,0.00
6091,15.40,0.03,0.00
6092,15.55,0.01,0.00
6093,14.72,0.00,0.00
6094,14.32,0.00,0.00
6095,14.73,0.00,0.00
6096,14.72,0.00,0.00
6097,14.32,0.00,0.00
6098,13.87,0.00,0.00
6099,13.82,0.00,0.00
6100,13.60,0.00,0.00
6101,13.00,0.00,0.00
6102,12.90,0.00,0.00
6103,13.00,0.00,0.00
6104,13.43,0.02,0.00
6105,13.57,0.09,0.00
6106,15.07,0.15,0.00
6107,15.08,0.16,0.00
6108,16.20,0.27,0.00
6109,16.83,0.16,0.00
6110,16.83,0.25,0.00
6111,17.38,0.20,0.00
6112,17.23,0.09,0.00
6113,15.90,0.04,0.00
6114,13.15,0.15,0.00
6115,12.60,0.09,0.00
6116,12.20,0.03,0.00
6117,12.18,0.00,0.00
6118,12.07,0.00,0.00
6119,11.95,0.00,0.00
6120,12.10,0.00,0.00
6121,12.75,0.00,0.00
6122,13.08,0.00,0.00
6123,13.70,0.00,0.00
6124,12.52,0.00,0.00
6125,12.25,0.00,0.00
6126,12.92,0.00,0.00
6127,13.70,0.00,0.00
6128,14.48,0.02,0.00
6129,15.38,0.08,0.00
6130,15.95,0.13,0.00
6131,17.03,0.20,0.00
6132,18.32,0.26,0.00
6133,19.03,0.26,0.00
6134,19.22,0.28,0.00
6135,16.78,0.11,0.00
6136,15.28,0.19,0.00
6137,13.68,0.11,0.00
6138,12.68,0.11,0.00
6139,12.82,0.07,0.00
6140,12.58,0.00,0.00
6141,12.52,0.00,0.00
6142,12.45,0.00,0.00
6143,12.42,0.00,0.00
6144,12.55,0.00,0.00
6145,12.35,0.00,0.00
6146,11.85,0.00,0.00
6147,11.73,0.00,0.00
6148,11.42,0.00,0.00
6149,11.30,0.00,0.00
6150,11.50,0.00,0.00
6151,11.98,0.00,0.00
6152,12.02,0.03,0.00
6153,12.50,0.05,0.00
6154,13.28,0.06,0.00
6155,12.32,0.13,0.00
6156,11.92,0.27,0.00
6157,12.92,0.32,0.00
6158,14.45,0.33,0.00
6159,14.97,0.29,0.00
6160,14.25,0.24,0.00
6161,12.72,0.20,0.00
6162,12.12,0.14,0.00
6163,11.98,0.07,0.00
6164,12.05,0.01,0.00
6165,11.73,0.00,0.00
6166,11.82,0.00,0.00
6167,11.60,0.00,0.00
6168,11.70,0.00,0.00
6169,11.65,0.00,0.00
6170,11.53,0.00,0.00
6171,11.48,0.00,0.00
6172,11.20,0.00,0.00
6173,11.00,0.00,0.00
6174,11.05,0.00,0.00
6175,11.32,0.00,0.00
6176,11.53,0.03,0.00
6177,12.00,0.09,0.00
6178,12.72,0.13,0.00
6179,13.93,0.19,0.00
6180,14.57,0.15,0.00
6181,15.55,0.27,0.00
6182,16.35,0.22,0.00
6183,14.70,0.31,0.00
6184,14.17,0.25,0.00
6185,14.03,0.19,0.00
6186,12.90,0.15,0.00
6187,11.60,0.07,0.00
6188,8.70,0.01,0.00
6189,7.65,0.00,0.00
6190,7.15,0.00,0.00
6191,6.82,0.00,0.00
6192,6.58,0.00,0.00
6193,6.52,0.00,0.00
6194,6.37,0.00,0.00
6195,6.22,0.00,0.00
6196,6.13,0.00,0.00
6197,6.10,0.00,0.00
6198,6.07,0.00,0.00
6199,6.42,0.00,0.00
6200,6.77,0.00,0.00
6201,7.50,0.02,0.00
6202,10.30,0.04,0.00
6203,13.45,0.06,0.00
6204,15.32,0.20,0.00
6205,16.02,0.30,0.00
6206,15.23,0.32,0.00
6207,11.93,0.31,0.00
6208,11.97,0.20,0.00
6209,11.52,0.14,0.00
6210,10.82,0.12,0.00
6211,10.22,0.07,0.00
6212,9.85,0.00,0.00
6213,10.15,0.00,0.00
6214,10.23,0.00,0.00
6215,9.87,0.00,0.00
6216,8.85,0.00,0.00
6217,7.93,0.00,0.00
6218,7.77,0.00,0.00
6219,8.30,0.00,0.00
6220,8.65,0.00,0.00
6221,8.78,0.00,0.00
6222,8.87,0.00,0.00
6223,9.18,0.00,0.00
6224,9.90,0.01,0.00
6225,10.43,0.04,0.00
6226,12.38,0.13,0.00
6227,13.72,0.17,0.00
6228,13.78,0.09,0.00
6229,15.13,0.12,0.00
6230,16.12,0.26,0.00
6231,16.28,0.23,0.00
6232,15.83,0.18,0.00
6233,14.88,0.16,0.00
6234,13.45,0.14,0.00
6235,11.72,0.07,0.00
6236,9.20,0.01,0.00
6237,9.23,0.00,0.00
6238,9.20,0.00,0.00
6239,9.07,0.00,0.00
6240,8.40,0.00,0.00
6241,7.72,0.00,0.00
6242,7.08,0.00,0.00
6243,6.85,0.00,0.00
6244,6.87,0.00,0.00
6245,7.53,0.00,0.00
6246,8.58,0.00,0.00
6247,9.63,0.00,0.00
6248,10.45,0.02,0.00
6249,11.23,0.08,0.00
6250,12.00,0.15,0.00
6251,12.42,0.20,0.00
6252,13.45,0.21,0.00
6253,14.55,0.31,0.00
6254,14.18,0.31,0.00
6255,14.32,0.21,0.00
6256,13.87,0.21,0.00
6257,14.30,0.19,0.00
6258,13.38,0.14,0.00
6259,12.97,0.08,0.00
6260,12.38,0.02,0.00
6261,11.87,0.00,0.00
6262,11.42,0.00,0.00
6263,11.12,0.00,0.00
6264,10.93,0.00,0.00
6265,10.70,0.00,0.00
6266,10.70,0.00,0.00
6267,10.85,0.00,0.00
6268,10.87,0.00,0.00
6269,10.75,0.00,0.00
6270,10.95,0.00,0.00
